REGION,STATION_ID,LONGITUDE,LATITUDE,STATION_TYPE
NBS,U-18,-168.8,61.67,STANDARD
NBS,U-19,-169.51,61.67,STANDARD
NBS,U-20,-170.21,61.67,STANDARD
NBS,U-21,-170.92,61.67,STANDARD
NBS,U-22,-171.62,61.67,STANDARD
NBS,U-23,-172.33,61.67,STANDARD
NBS,U-24,-173.03,61.67,STANDARD
NBS,V-01,-168.13,62,STANDARD
NBS,V-02,-167.41,62,STANDARD
NBS,V-03,-166.7,62,STANDARD
NBS,V-18,-168.84,62,STANDARD
NBS,V-19,-169.55,62,STANDARD
NBS,V-20,-170.26,62,STANDARD
NBS,V-21,-170.97,62,STANDARD
NBS,V-22,-171.68,62,STANDARD
NBS,V-23,-172.39,62,STANDARD
NBS,V-24,-173.11,62,STANDARD
NBS,W-01,-168.16,62.33,STANDARD
NBS,W-02,-167.44,62.33,STANDARD
NBS,W-03,-166.72,62.33,STANDARD
NBS,W-18,-168.87,62.33,STANDARD
NBS,W-19,-169.59,62.33,STANDARD
NBS,W-20,-170.31,62.33,STANDARD
NBS,W-21,-171.03,62.33,STANDARD
NBS,W-22,-171.75,62.33,STANDARD
NBS,W-23,-172.46,62.33,STANDARD
NBS,W-24,-173.18,62.33,STANDARD
NBS,W-25,-173.9,62.33,STANDARD
NBS,W-26,-174.62,62.33,STANDARD
NBS,W-27,-175.33,62.33,STANDARD
NBS,X-01,-168.19,62.67,STANDARD
NBS,X-02,-167.46,62.67,STANDARD
NBS,X-03,-166.74,62.67,STANDARD
NBS,X-18,-168.91,62.67,STANDARD
NBS,X-19,-169.63,62.67,STANDARD
NBS,X-20,-170.36,62.67,STANDARD
NBS,X-21,-171.08,62.67,STANDARD
NBS,X-22,-171.81,62.67,STANDARD
NBS,X-23,-172.53,62.67,STANDARD
NBS,X-24,-173.26,62.67,STANDARD
NBS,X-25,-173.98,62.67,STANDARD
NBS,X-26,-174.71,62.67,STANDARD
NBS,Y-01,-168.21,63,STANDARD
NBS,Y-02,-167.48,63,STANDARD
NBS,Y-03,-166.75,63,STANDARD
NBS,Y-04,-166.02,63,STANDARD
NBS,Y-18,-168.95,63,STANDARD
NBS,Y-20,-170.41,63,STANDARD
NBS,Y-21,-171.14,63,STANDARD
NBS,Y-22,-171.87,63,STANDARD
NBS,Y-23,-172.6,63,STANDARD
NBS,Y-24,-173.33,63,STANDARD
NBS,Y-25,-174.06,63,STANDARD
NBS,ZZ-01,-168.24,63.33,STANDARD
NBS,ZZ-02,-167.51,63.33,STANDARD
NBS,ZZ-03,-166.77,63.33,STANDARD
NBS,ZZ-04,-166.03,63.33,STANDARD
NBS,ZZ-05,-165.29,63.33,STANDARD
NBS,ZZ-21,-171.15,63.33,STANDARD
NBS,ZZ-22,-171.97,63.33,STANDARD
NBS,ZZ-23,-172.67,63.33,STANDARD
NBS,ZZ-24,-173.41,63.33,STANDARD
